job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings,weighted_score,skill_level,hiring_score,job_readiness_level
6326,Data Analyst,MNC,Technology,India,Remote,Senior,14,Master,1,1,0,1,1,148834,Dec,2021,Medium,5,8.5,High,75,Highly Ready
6327,Machine Learning Engineer,MNC,Technology,India,Onsite,Senior,9,Master,1,1,1,0,0,179541,Jul,2025,Medium,5,6.5,Medium,60,Moderate
6328,Machine Learning Engineer,Enterprise,Finance,Singapore,Hybrid,Entry,11,PhD,1,0,1,0,0,103743,Jun,2025,Medium,5,5,Medium,45,Beginner
6329,Business Analyst,Medium,Healthcare,UK,Hybrid,Senior,8,Master,0,1,1,1,1,138259,Nov,2025,High,6,9.5,High,75,Highly Ready
6330,Data Engineer,Enterprise,E-commerce,Singapore,Remote,Entry,0,PhD,1,1,0,1,0,60582,Jun,2024,Low,1,6.5,Medium,60,Moderate
6331,Data Analyst,Startup,Education,UK,Hybrid,Entry,1,Bachelor,0,1,0,1,0,63667,Jul,2026,High,7,4.5,Low,25,Not Ready
6332,Data Engineer,Enterprise,Retail,Canada,Hybrid,Senior,14,PhD,0,1,0,0,0,104271,Nov,2020,Medium,5,1.5,Low,0,Not Ready
6333,AI Engineer,MNC,Education,Germany,Onsite,Mid,13,Master,0,0,1,0,0,150290,Nov,2025,High,8,3,Low,10,Not Ready
6334,Business Analyst,Medium,Retail,Germany,Onsite,Entry,8,Bachelor,0,0,1,0,0,69359,Dec,2025,Medium,4,3,Low,10,Not Ready
6335,Data Engineer,Enterprise,Education,Singapore,Remote,Mid,12,Master,0,1,1,0,1,102568,Jan,2021,Medium,4,6.5,Medium,40,Beginner
6336,Data Analyst,Medium,Retail,USA,Remote,Mid,11,PhD,1,0,0,0,0,70782,Sep,2026,Medium,2,2,Low,20,Not Ready
6337,Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Mid,5,Bachelor,1,1,0,0,1,88780,Oct,2020,Low,1,5.5,Medium,50,Moderate
6338,Business Analyst,Startup,Retail,USA,Onsite,Senior,0,Master,1,1,0,0,1,108586,Oct,2020,Low,6,5.5,Medium,50,Moderate
6339,Data Scientist,MNC,Retail,USA,Onsite,Mid,3,PhD,0,0,0,1,0,108924,Jan,2021,Low,4,3,Low,10,Not Ready
6340,Machine Learning Engineer,Medium,Healthcare,Australia,Remote,Senior,6,Master,1,0,0,0,1,148662,Oct,2020,Low,5,4,Low,35,Beginner
6341,Data Engineer,Startup,Healthcare,Australia,Remote,Entry,11,Master,1,0,1,0,0,68151,Jan,2024,High,7,5,Medium,45,Beginner
6342,Data Engineer,MNC,Healthcare,Canada,Hybrid,Senior,3,Bachelor,1,1,0,1,1,140808,May,2021,Low,6,8.5,High,75,Highly Ready
6343,Machine Learning Engineer,MNC,Education,USA,Hybrid,Mid,2,Master,0,1,1,0,1,155419,Nov,2022,Low,6,6.5,Medium,40,Beginner
6344,Data Scientist,Startup,Retail,Canada,Remote,Entry,6,Master,1,0,1,0,0,68639,May,2021,High,9,5,Medium,45,Beginner
6345,Data Analyst,Enterprise,Technology,USA,Remote,Entry,7,PhD,0,1,1,0,0,66967,Nov,2022,High,7,4.5,Low,25,Not Ready
6346,Data Analyst,Startup,E-commerce,India,Remote,Mid,6,PhD,1,0,1,1,0,107463,Nov,2024,High,7,8,High,80,Highly Ready
6347,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Entry,6,Master,1,1,1,0,0,100109,Feb,2021,Low,6,6.5,Medium,60,Moderate
6348,AI Engineer,MNC,Technology,Singapore,Onsite,Entry,11,PhD,1,1,0,1,0,122460,Nov,2026,Medium,2,6.5,Medium,60,Moderate
6349,Machine Learning Engineer,Startup,Technology,Singapore,Onsite,Mid,4,PhD,0,1,0,1,0,130482,Aug,2025,Low,1,4.5,Low,25,Not Ready
6350,Data Engineer,Enterprise,Healthcare,Germany,Remote,Entry,14,PhD,1,1,0,1,0,61469,Nov,2025,High,9,6.5,Medium,60,Moderate
6351,Data Analyst,Startup,Finance,Singapore,Remote,Entry,5,Master,0,1,0,0,0,52957,Jan,2022,Low,6,1.5,Low,0,Not Ready
6352,AI Engineer,Medium,Technology,India,Remote,Mid,4,Master,0,1,0,0,0,117064,May,2024,Low,3,1.5,Low,0,Not Ready
6353,Machine Learning Engineer,Medium,Technology,India,Hybrid,Senior,11,Master,0,1,0,0,1,150984,Nov,2022,Medium,1,3.5,Low,15,Not Ready
6354,Business Analyst,Medium,E-commerce,Australia,Hybrid,Entry,12,PhD,1,0,1,0,1,76990,Mar,2026,High,9,7,Medium,60,Moderate
6355,AI Engineer,MNC,Technology,Australia,Remote,Entry,1,PhD,0,1,1,1,1,152075,Mar,2021,High,7,9.5,High,75,Highly Ready
6356,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,10,PhD,0,1,0,0,0,140080,Aug,2022,Medium,1,1.5,Low,0,Not Ready
6357,Business Analyst,MNC,Finance,Germany,Remote,Mid,4,PhD,0,1,1,1,1,138901,Jun,2026,High,4,9.5,High,75,Highly Ready
6358,Data Engineer,Startup,Finance,USA,Remote,Mid,2,PhD,1,1,0,1,0,89033,Nov,2026,High,8,6.5,Medium,60,Moderate
6359,AI Engineer,Enterprise,Education,India,Hybrid,Senior,2,PhD,0,1,1,0,0,154740,Nov,2022,Low,3,4.5,Low,25,Not Ready
6360,AI Engineer,MNC,Technology,India,Hybrid,Senior,0,Master,0,1,0,1,0,175491,Nov,2023,Low,4,4.5,Low,25,Not Ready
6361,AI Engineer,Startup,Finance,Germany,Hybrid,Entry,13,Master,1,0,0,1,1,119387,Nov,2020,Medium,5,7,Medium,60,Moderate
6362,Data Engineer,Startup,Retail,Germany,Remote,Senior,6,Bachelor,0,1,0,1,0,116317,Oct,2023,Low,5,4.5,Low,25,Not Ready
6363,Data Scientist,Medium,Technology,Canada,Remote,Entry,7,Master,0,0,0,1,0,67522,Jun,2020,Low,5,3,Low,10,Not Ready
6364,Business Analyst,Enterprise,Finance,Australia,Onsite,Senior,7,Master,0,1,1,0,0,113608,Nov,2021,High,7,4.5,Low,25,Not Ready
6365,Machine Learning Engineer,Enterprise,Technology,Australia,Hybrid,Entry,8,PhD,1,1,0,0,1,96460,Sep,2022,Medium,4,5.5,Medium,50,Moderate
6366,Data Engineer,Medium,Retail,Australia,Remote,Entry,7,Master,0,1,0,1,1,77218,Oct,2023,Low,2,6.5,Medium,40,Beginner
6367,Data Analyst,Enterprise,E-commerce,Australia,Remote,Senior,7,Bachelor,1,0,1,1,0,125095,Jan,2024,High,2,8,High,80,Highly Ready
6368,Machine Learning Engineer,Enterprise,Technology,Australia,Hybrid,Mid,3,Master,0,1,0,1,0,134729,Sep,2022,High,7,4.5,Low,25,Not Ready
6369,Machine Learning Engineer,Medium,Healthcare,Australia,Hybrid,Mid,2,Bachelor,0,1,1,0,0,131430,May,2020,Low,2,4.5,Low,25,Not Ready
6370,Data Engineer,Medium,Education,Singapore,Onsite,Mid,14,PhD,0,0,1,0,0,90966,Jun,2020,Medium,5,3,Low,10,Not Ready
6371,AI Engineer,MNC,E-commerce,Canada,Remote,Entry,12,PhD,0,1,1,1,1,147643,Apr,2022,High,9,9.5,High,75,Highly Ready
6372,Data Analyst,Startup,Education,India,Onsite,Entry,7,Master,1,1,0,0,0,52513,Nov,2025,Low,3,3.5,Low,35,Beginner
6373,AI Engineer,Enterprise,Education,USA,Onsite,Entry,6,Bachelor,0,0,0,0,1,96472,Jan,2023,Low,4,2,Low,0,Not Ready
6374,Data Engineer,Enterprise,Finance,Singapore,Hybrid,Senior,9,PhD,1,0,1,1,0,129552,Nov,2021,High,7,8,High,80,Highly Ready
6375,Business Analyst,MNC,Finance,USA,Hybrid,Senior,2,Bachelor,0,0,0,0,0,121747,Nov,2024,Low,3,0,Low,-15,Not Ready
6376,Business Analyst,MNC,Technology,India,Hybrid,Mid,9,PhD,1,1,1,1,1,131260,Mar,2022,High,6,11.5,High,120,Highly Ready
6377,Data Scientist,Medium,Healthcare,Germany,Remote,Mid,9,Master,0,0,1,0,0,91863,Sep,2025,Medium,1,3,Low,10,Not Ready
6378,Data Engineer,MNC,Technology,USA,Onsite,Entry,6,Bachelor,0,1,0,1,1,93213,Jul,2022,Low,1,6.5,Medium,40,Beginner
6379,AI Engineer,MNC,Technology,Singapore,Onsite,Mid,5,PhD,1,0,0,1,1,162106,Jul,2023,High,7,7,Medium,60,Moderate
6380,Machine Learning Engineer,MNC,Healthcare,India,Remote,Entry,3,Master,1,0,1,1,0,141001,Sep,2021,High,5,8,High,80,Highly Ready
6381,Data Scientist,Startup,Technology,Germany,Onsite,Senior,10,Master,0,1,1,1,0,131755,Mar,2022,High,9,7.5,High,60,Moderate
6382,Data Engineer,Medium,Retail,UK,Remote,Mid,12,Bachelor,0,0,0,0,0,72097,Dec,2025,Medium,2,0,Low,-15,Not Ready
6383,AI Engineer,Medium,Technology,Australia,Hybrid,Entry,1,PhD,0,0,0,1,1,116974,Jul,2026,Low,4,5,Medium,25,Not Ready
6384,Machine Learning Engineer,Medium,Healthcare,USA,Remote,Entry,6,Master,0,0,0,0,0,85667,May,2026,Low,5,0,Low,-15,Not Ready
6385,Machine Learning Engineer,Medium,Healthcare,India,Remote,Mid,11,PhD,0,0,1,0,0,132999,Jun,2023,Medium,4,3,Low,10,Not Ready
6386,Machine Learning Engineer,Enterprise,Healthcare,Canada,Onsite,Mid,8,Bachelor,0,0,0,1,1,136289,Apr,2026,Medium,3,5,Medium,25,Not Ready
6387,Data Analyst,Startup,Technology,Singapore,Remote,Mid,11,Bachelor,1,1,0,0,0,75067,Aug,2025,Medium,5,3.5,Low,35,Beginner
6388,Data Scientist,MNC,Retail,UK,Hybrid,Senior,1,Bachelor,0,0,0,1,0,133485,May,2022,Low,6,3,Low,10,Not Ready
6389,Data Engineer,Startup,Finance,USA,Onsite,Mid,12,PhD,0,1,1,0,0,94453,Oct,2025,Medium,2,4.5,Low,25,Not Ready
6390,Business Analyst,Startup,Retail,India,Hybrid,Entry,10,PhD,0,0,0,1,0,62736,May,2023,Medium,4,3,Low,10,Not Ready
6391,Data Analyst,Startup,E-commerce,Singapore,Onsite,Mid,2,Master,0,0,0,0,0,75580,Jul,2020,Low,3,0,Low,-15,Not Ready
6392,Data Scientist,Enterprise,Finance,Germany,Remote,Mid,1,PhD,1,1,1,0,1,97656,Mar,2021,Low,5,8.5,High,75,Highly Ready
6393,Data Scientist,Enterprise,Education,UK,Remote,Entry,1,Bachelor,0,0,0,1,0,66282,Sep,2023,Low,1,3,Low,10,Not Ready
6394,Data Scientist,Medium,Education,UK,Hybrid,Entry,9,Bachelor,0,0,0,0,0,48162,Oct,2026,Medium,5,0,Low,-15,Not Ready
6395,Data Scientist,MNC,Technology,UK,Onsite,Senior,8,Master,0,1,1,1,0,154685,Nov,2020,High,7,7.5,High,60,Moderate
6396,Data Analyst,MNC,Finance,India,Hybrid,Mid,9,PhD,1,0,1,0,1,122205,Nov,2022,Medium,3,7,Medium,60,Moderate
6397,AI Engineer,MNC,Technology,Canada,Hybrid,Senior,6,PhD,0,0,0,1,1,189598,Nov,2022,High,8,5,Medium,25,Not Ready
6398,Data Engineer,Startup,Finance,UK,Hybrid,Mid,12,Bachelor,1,0,1,1,1,119595,Mar,2023,High,2,10,High,95,Highly Ready
6399,Business Analyst,Medium,Healthcare,Singapore,Hybrid,Senior,1,PhD,1,0,1,1,0,126437,Mar,2020,High,4,8,High,80,Highly Ready
6400,Data Engineer,Medium,Finance,USA,Onsite,Entry,12,PhD,0,0,0,0,1,62345,Jul,2023,High,9,2,Low,0,Not Ready
6401,Business Analyst,Enterprise,Education,India,Hybrid,Mid,7,PhD,0,0,0,0,0,79236,Sep,2023,Low,6,0,Low,-15,Not Ready
6402,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Entry,14,PhD,0,0,0,0,1,100867,Jun,2024,Medium,2,2,Low,0,Not Ready
6403,Data Engineer,Enterprise,E-commerce,India,Hybrid,Entry,3,PhD,1,0,1,1,0,82831,Feb,2025,High,5,8,High,80,Highly Ready
6404,Business Analyst,MNC,Education,Singapore,Remote,Mid,10,Master,1,0,0,0,0,93660,Aug,2024,High,9,2,Low,20,Not Ready
6405,Data Engineer,Enterprise,E-commerce,USA,Hybrid,Mid,10,PhD,1,0,1,0,0,85811,May,2023,Medium,2,5,Medium,45,Beginner
6406,Data Scientist,Medium,Retail,Canada,Onsite,Mid,6,Master,0,0,0,1,1,95766,Sep,2025,Low,3,5,Medium,25,Not Ready
6407,AI Engineer,Medium,Finance,Singapore,Remote,Mid,11,Master,1,1,1,1,0,140229,Jun,2026,High,2,9.5,High,95,Highly Ready
6408,Business Analyst,Enterprise,Healthcare,Australia,Onsite,Senior,11,PhD,1,0,0,0,1,108941,Mar,2025,High,8,4,Low,35,Beginner
6409,AI Engineer,Startup,Healthcare,UK,Hybrid,Mid,5,Master,1,1,1,1,0,141695,May,2022,High,8,9.5,High,95,Highly Ready
6410,Data Scientist,Enterprise,E-commerce,India,Hybrid,Entry,10,Bachelor,0,0,1,1,0,83420,Apr,2024,High,5,6,Medium,45,Beginner
6411,Data Engineer,MNC,Education,Germany,Onsite,Entry,4,PhD,0,0,1,1,1,110587,Sep,2023,High,7,8,High,60,Moderate
6412,Machine Learning Engineer,Enterprise,Healthcare,Canada,Hybrid,Mid,0,Master,0,0,1,0,0,134181,Mar,2026,Low,1,3,Low,10,Not Ready
6413,Data Engineer,Enterprise,Education,India,Remote,Entry,7,Bachelor,1,0,1,0,1,74147,Sep,2022,Low,3,7,Medium,60,Moderate
6414,Data Scientist,Medium,Retail,Germany,Onsite,Entry,10,Bachelor,0,1,0,1,0,64816,Jul,2022,High,9,4.5,Low,25,Not Ready
6415,Machine Learning Engineer,Startup,E-commerce,India,Onsite,Mid,7,Master,1,1,1,0,1,135340,Oct,2022,High,9,8.5,High,75,Highly Ready
6416,Data Analyst,Medium,Healthcare,Germany,Onsite,Mid,12,Master,0,1,0,0,0,76240,Aug,2025,High,7,1.5,Low,0,Not Ready
6417,AI Engineer,Enterprise,Education,India,Remote,Mid,2,Master,0,0,1,1,1,155130,Mar,2022,High,8,8,High,60,Moderate
6418,Data Scientist,Medium,Finance,USA,Remote,Senior,9,Bachelor,0,0,1,1,0,125299,Aug,2024,High,4,6,Medium,45,Beginner
6419,Machine Learning Engineer,Startup,Technology,USA,Onsite,Mid,4,Bachelor,1,1,1,0,0,129918,Dec,2020,Low,2,6.5,Medium,60,Moderate
6420,Machine Learning Engineer,MNC,Education,Australia,Remote,Entry,11,PhD,0,0,0,1,0,125964,Jul,2020,Medium,3,3,Low,10,Not Ready
6421,Business Analyst,Medium,E-commerce,Germany,Hybrid,Mid,9,PhD,1,0,1,0,0,89005,Jul,2025,Medium,4,5,Medium,45,Beginner
6422,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,10,Bachelor,0,1,1,1,1,182461,Sep,2020,High,2,9.5,High,75,Highly Ready
6423,Business Analyst,MNC,E-commerce,Canada,Remote,Entry,4,Master,1,0,1,1,1,112670,Jul,2021,High,1,10,High,95,Highly Ready
6424,AI Engineer,Enterprise,E-commerce,Singapore,Hybrid,Senior,2,PhD,0,0,0,0,1,150433,Nov,2026,Low,1,2,Low,0,Not Ready
6425,Machine Learning Engineer,Enterprise,Healthcare,Singapore,Onsite,Entry,3,PhD,0,0,1,0,1,115879,Aug,2025,Low,2,5,Medium,25,Not Ready
6426,Business Analyst,Medium,E-commerce,Germany,Onsite,Mid,0,Bachelor,1,0,1,1,1,110142,Oct,2020,High,1,10,High,95,Highly Ready
6427,Data Engineer,Startup,Technology,India,Remote,Entry,13,PhD,0,0,0,0,0,53094,Jul,2021,Medium,4,0,Low,-15,Not Ready
6428,AI Engineer,MNC,E-commerce,Australia,Onsite,Entry,2,Master,1,1,0,0,0,109934,Sep,2026,High,8,3.5,Low,35,Beginner
6429,Data Scientist,Medium,Finance,Canada,Hybrid,Entry,7,Bachelor,0,0,1,1,0,77386,May,2023,High,4,6,Medium,45,Beginner
6430,Data Analyst,MNC,Education,Australia,Onsite,Mid,9,Master,1,1,0,0,1,103589,Apr,2026,Medium,6,5.5,Medium,50,Moderate
6431,Data Analyst,Medium,Healthcare,UK,Remote,Entry,1,PhD,1,1,1,0,1,74637,Mar,2024,High,7,8.5,High,75,Highly Ready
6432,Data Analyst,Medium,Retail,USA,Remote,Mid,13,PhD,1,0,1,0,1,103382,May,2023,High,9,7,Medium,60,Moderate
6433,Data Analyst,Medium,Healthcare,UK,Remote,Entry,2,Bachelor,1,1,0,1,0,65826,Feb,2020,Low,3,6.5,Medium,60,Moderate
6434,Business Analyst,MNC,Finance,India,Remote,Entry,9,PhD,0,0,0,0,0,71397,Dec,2023,High,7,0,Low,-15,Not Ready
6435,Machine Learning Engineer,Enterprise,Retail,Australia,Remote,Mid,3,PhD,1,0,0,1,1,139074,Feb,2022,Low,5,7,Medium,60,Moderate
6436,Data Analyst,MNC,Education,Singapore,Onsite,Entry,14,Bachelor,0,1,0,1,1,99247,Jan,2025,Medium,6,6.5,Medium,40,Beginner
6437,Data Analyst,Enterprise,Retail,Germany,Onsite,Entry,13,Bachelor,1,1,0,1,1,73550,Nov,2025,Medium,3,8.5,High,75,Highly Ready
6438,Business Analyst,Enterprise,Healthcare,Australia,Onsite,Senior,12,Master,0,0,0,0,1,109850,Dec,2025,Medium,4,2,Low,0,Not Ready
6439,Data Engineer,Startup,Healthcare,Singapore,Remote,Mid,13,Bachelor,1,0,1,1,0,105411,Jun,2023,High,8,8,High,80,Highly Ready
6440,Data Scientist,Startup,Education,Singapore,Hybrid,Mid,1,Master,0,1,0,1,0,87840,Aug,2025,Low,6,4.5,Low,25,Not Ready
6441,AI Engineer,Medium,Technology,Canada,Remote,Mid,7,PhD,0,0,1,0,0,125096,Jan,2022,High,9,3,Low,10,Not Ready
6442,Data Analyst,MNC,Education,India,Hybrid,Mid,12,Bachelor,1,0,0,0,0,90125,Apr,2022,Medium,3,2,Low,20,Not Ready
6443,Machine Learning Engineer,MNC,Retail,India,Remote,Entry,11,Master,0,0,1,0,1,132378,Jan,2020,High,9,5,Medium,25,Not Ready
6444,Data Scientist,MNC,Technology,Singapore,Remote,Senior,2,Master,1,0,1,1,1,164723,Nov,2024,High,1,10,High,95,Highly Ready
6445,Data Analyst,Medium,Education,Germany,Hybrid,Entry,4,PhD,0,0,0,1,0,61869,Aug,2024,Low,2,3,Low,10,Not Ready
6446,Business Analyst,MNC,Healthcare,USA,Hybrid,Entry,14,PhD,0,0,0,0,0,71439,Jun,2023,Medium,5,0,Low,-15,Not Ready
6447,Business Analyst,Medium,Technology,Canada,Remote,Entry,11,Bachelor,0,1,1,0,0,62420,Dec,2020,Medium,2,4.5,Low,25,Not Ready
6448,AI Engineer,Startup,Education,Canada,Remote,Senior,8,Master,1,1,0,0,1,148577,Mar,2021,Medium,2,5.5,Medium,50,Moderate
6449,Business Analyst,Startup,Technology,Australia,Hybrid,Mid,13,Master,0,0,1,1,1,116433,Jul,2026,High,6,8,High,60,Moderate
6450,Data Scientist,MNC,Education,Australia,Remote,Entry,10,Master,0,1,1,1,0,95461,May,2025,High,1,7.5,High,60,Moderate
6451,Data Analyst,Enterprise,Retail,Germany,Remote,Mid,6,Bachelor,1,0,1,0,1,100811,Jul,2026,High,8,7,Medium,60,Moderate
6452,Machine Learning Engineer,MNC,Healthcare,Singapore,Hybrid,Senior,4,Master,1,1,0,1,0,171398,Jul,2025,Low,1,6.5,Medium,60,Moderate
6453,Data Engineer,Startup,Technology,Australia,Hybrid,Mid,1,Bachelor,1,0,0,0,0,73401,Dec,2025,Low,3,2,Low,20,Not Ready
6454,Machine Learning Engineer,Enterprise,E-commerce,USA,Onsite,Senior,14,Master,1,1,1,0,0,156805,Jan,2025,Medium,2,6.5,Medium,60,Moderate
6455,Data Scientist,Enterprise,Retail,India,Onsite,Senior,1,Master,0,1,0,0,1,112684,Oct,2022,High,7,3.5,Low,15,Not Ready
6456,Data Scientist,Enterprise,Healthcare,Australia,Onsite,Entry,6,Master,0,0,1,1,0,80487,Jun,2021,High,6,6,Medium,45,Beginner
6457,Data Scientist,Startup,Healthcare,UK,Hybrid,Senior,13,PhD,0,0,1,1,0,133623,Aug,2020,High,3,6,Medium,45,Beginner
6458,Data Analyst,Medium,Healthcare,Singapore,Onsite,Mid,13,PhD,0,0,1,0,1,102269,May,2021,Medium,1,5,Medium,25,Not Ready
6459,Machine Learning Engineer,Startup,Finance,UK,Hybrid,Senior,0,Bachelor,1,1,1,1,0,171637,Jan,2020,High,2,9.5,High,95,Highly Ready
6460,Data Scientist,MNC,Finance,Singapore,Remote,Mid,5,Master,0,0,1,1,0,122748,Jun,2020,High,9,6,Medium,45,Beginner
6461,Data Analyst,Startup,Technology,USA,Hybrid,Entry,13,Master,0,1,1,0,1,75376,Feb,2022,Medium,6,6.5,Medium,40,Beginner
6462,Data Analyst,MNC,Technology,India,Hybrid,Mid,4,Master,1,1,0,1,1,119488,Jan,2022,Low,3,8.5,High,75,Highly Ready
6463,Machine Learning Engineer,Enterprise,Education,Canada,Remote,Entry,11,Master,1,1,0,1,1,114351,Feb,2026,Medium,5,8.5,High,75,Highly Ready
6464,Business Analyst,MNC,Education,Canada,Remote,Senior,8,Bachelor,0,0,0,1,1,141670,May,2024,Medium,2,5,Medium,25,Not Ready
6465,Data Scientist,Medium,Technology,Canada,Onsite,Mid,0,Master,1,1,1,1,0,100984,Sep,2024,High,1,9.5,High,95,Highly Ready
6466,Data Scientist,Enterprise,E-commerce,UK,Remote,Entry,2,PhD,1,0,0,1,0,65182,Mar,2022,Low,2,5,Medium,45,Beginner
6467,Business Analyst,Enterprise,Technology,India,Onsite,Senior,0,Bachelor,1,0,1,1,1,138542,Sep,2024,High,9,10,High,95,Highly Ready
6468,Business Analyst,Enterprise,E-commerce,India,Hybrid,Entry,7,Master,0,0,1,1,1,89683,Jun,2022,High,8,8,High,60,Moderate
6469,Machine Learning Engineer,Startup,Education,USA,Remote,Senior,14,Master,1,1,0,0,0,139731,Apr,2025,High,8,3.5,Low,35,Beginner
6470,Business Analyst,MNC,Technology,USA,Hybrid,Senior,1,PhD,0,0,1,0,0,131145,Jul,2022,Low,1,3,Low,10,Not Ready
6471,Data Engineer,Enterprise,E-commerce,Australia,Hybrid,Mid,8,PhD,1,0,1,1,1,119678,Aug,2024,High,5,10,High,95,Highly Ready
6472,Business Analyst,MNC,Healthcare,Australia,Remote,Senior,3,Master,0,0,0,0,1,125397,Nov,2025,Low,2,2,Low,0,Not Ready
6473,Business Analyst,Startup,Healthcare,UK,Hybrid,Entry,7,Master,0,1,0,1,0,69858,Mar,2026,Low,2,4.5,Low,25,Not Ready
6474,Machine Learning Engineer,Startup,Healthcare,Canada,Onsite,Entry,6,PhD,1,0,1,0,1,116111,Aug,2025,Low,1,7,Medium,60,Moderate
6475,Data Analyst,Startup,Finance,USA,Hybrid,Entry,4,Bachelor,1,0,0,0,0,48629,Oct,2024,Low,1,2,Low,20,Not Ready
6476,Machine Learning Engineer,Medium,E-commerce,Australia,Remote,Senior,6,Bachelor,0,0,0,0,1,154188,Nov,2025,High,9,2,Low,0,Not Ready
6477,Data Scientist,Startup,Education,Singapore,Remote,Entry,8,PhD,0,1,1,1,1,93802,Jul,2025,High,3,9.5,High,75,Highly Ready
6478,Data Engineer,Startup,Retail,Singapore,Remote,Entry,12,Master,0,0,0,1,0,67330,Sep,2024,High,7,3,Low,10,Not Ready
6479,Data Analyst,Medium,Technology,India,Onsite,Mid,14,Bachelor,1,0,1,1,0,105564,Aug,2024,High,2,8,High,80,Highly Ready
6480,Data Analyst,MNC,Healthcare,India,Remote,Mid,13,Bachelor,0,1,0,0,0,99237,Aug,2021,Medium,1,1.5,Low,0,Not Ready
6481,Machine Learning Engineer,MNC,Retail,Singapore,Hybrid,Senior,6,Bachelor,0,1,1,1,1,202425,Jun,2024,High,7,9.5,High,75,Highly Ready
6482,Data Analyst,Startup,E-commerce,Germany,Remote,Mid,4,Bachelor,0,0,0,0,0,76254,Jun,2022,Low,3,0,Low,-15,Not Ready
6483,Data Scientist,Medium,E-commerce,Canada,Remote,Mid,9,Master,1,1,1,1,1,115411,Aug,2023,High,5,11.5,High,120,Highly Ready
6484,Business Analyst,Startup,Technology,USA,Onsite,Entry,3,Bachelor,0,1,0,0,0,45994,Jun,2021,High,7,1.5,Low,0,Not Ready
6485,AI Engineer,Medium,Finance,Germany,Onsite,Entry,2,PhD,1,1,1,0,0,100322,Apr,2022,Low,3,6.5,Medium,60,Moderate
6486,Data Engineer,MNC,Healthcare,Canada,Hybrid,Mid,4,Bachelor,0,1,1,0,0,107093,Nov,2025,High,7,4.5,Low,25,Not Ready
6487,Data Scientist,MNC,Retail,Australia,Remote,Senior,0,PhD,1,1,0,0,1,133353,Mar,2022,High,8,5.5,Medium,50,Moderate
6488,Data Engineer,Startup,Finance,Canada,Onsite,Mid,12,Master,1,1,0,0,1,86504,Nov,2025,Medium,4,5.5,Medium,50,Moderate
6489,Machine Learning Engineer,Enterprise,Technology,India,Onsite,Entry,8,PhD,1,0,0,1,1,113225,Apr,2020,High,8,7,Medium,60,Moderate
6490,Data Analyst,Startup,Technology,India,Onsite,Entry,10,Master,1,0,0,0,0,47826,Sep,2025,Medium,1,2,Low,20,Not Ready
6491,Machine Learning Engineer,Medium,Finance,USA,Remote,Entry,0,Master,1,0,0,1,1,113736,Sep,2022,Low,2,7,Medium,60,Moderate
6492,Data Engineer,Startup,Technology,India,Hybrid,Mid,12,PhD,0,1,0,1,1,97112,Aug,2024,High,7,6.5,Medium,40,Beginner
6493,Business Analyst,Startup,Healthcare,Canada,Remote,Senior,9,Bachelor,0,1,0,0,0,104227,Jul,2026,High,8,1.5,Low,0,Not Ready
6494,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,Entry,3,PhD,1,1,1,1,1,153838,Feb,2026,High,4,11.5,High,120,Highly Ready
6495,Data Analyst,MNC,E-commerce,Australia,Remote,Entry,0,PhD,0,0,1,1,0,100333,Apr,2022,High,8,6,Medium,45,Beginner
6496,Business Analyst,Medium,Finance,Germany,Remote,Entry,10,PhD,0,1,0,0,0,46854,Jun,2022,High,9,1.5,Low,0,Not Ready
6497,Data Scientist,MNC,Technology,Canada,Hybrid,Senior,12,Bachelor,0,0,0,0,0,120923,Aug,2022,Medium,6,0,Low,-15,Not Ready
6498,Business Analyst,MNC,Healthcare,Germany,Remote,Mid,8,Bachelor,0,1,1,1,0,121589,Apr,2020,High,8,7.5,High,60,Moderate
6499,Data Analyst,MNC,Healthcare,USA,Onsite,Mid,0,PhD,1,0,1,0,0,107886,Jun,2024,Low,4,5,Medium,45,Beginner
6500,AI Engineer,Enterprise,Technology,Germany,Onsite,Senior,12,Master,0,1,0,0,1,153506,Sep,2024,Medium,3,3.5,Low,15,Not Ready
6501,Machine Learning Engineer,MNC,Finance,USA,Remote,Senior,14,Bachelor,0,0,0,0,1,167380,Aug,2023,Medium,2,2,Low,0,Not Ready
6502,AI Engineer,Startup,Retail,Singapore,Remote,Senior,11,Master,0,1,1,1,1,181645,Jan,2020,High,9,9.5,High,75,Highly Ready
6503,Machine Learning Engineer,Enterprise,Technology,USA,Hybrid,Entry,8,PhD,0,1,1,0,1,111877,Aug,2026,Medium,6,6.5,Medium,40,Beginner
6504,Data Scientist,Startup,Retail,Australia,Onsite,Entry,13,Bachelor,1,0,1,0,1,71070,Jun,2024,High,7,7,Medium,60,Moderate
